order_id,customer_id,order_date,product,category,quantity,amount,status
906,E4a2BFADbdB83cf,2026-02-20,Keyboard,Electronics,1,1873.06,cancelled
907,AFacd4f56Ff8b4D,2024-10-03,T-Shirt,Clothing,5,1313.99,delivered
908,42Cc4B08e76C1eC,2025-10-09,Jeans,Clothing,1,1113.24,shipped
909,79c571e239DbdFA,2024-10-04,Jacket,Clothing,1,138.1,shipped
910,fFdB4c725bB2AFE,2025-12-22,T-Shirt,Clothing,1,2395.52,cancelled
911,BaED1eAD4ecd82C,2025-12-20,iPhone,Electronics,1,1097.33,shipped
912,F62F9aeBA4fd2e7,2025-07-01,Jeans,Clothing,3,174.19,created
913,b2575b43647BA9B,2025-12-14,Monitor,Electronics,5,1340.03,paid
914,BeD2eFcCB5Aa677,2025-08-07,SQL Guide,Books,4,2739.72,paid
915,5F7A2cFeAcDe6A0,2024-11-21,Python Book,Books,3,1012.46,shipped
916,C46eb718CB8741C,2025-08-11,iPhone,Electronics,1,2339.62,paid
917,C6DbbBbD7E9D9EB,2025-04-13,Jeans,Clothing,5,270.2,cancelled
918,dDBE324C068975F,2025-05-05,Python Book,Books,1,511.5,cancelled
919,B2eaBe70AF221c5,2025-06-09,Jeans,Clothing,4,966.72,created
920,E31c5BEcfBe3a70,2026-04-05,Monitor,Electronics,5,2518.41,created
921,4a3c96f5b40a940,2025-01-05,Jacket,Clothing,3,609.16,delivered
922,9cA33147F1FD0f7,2026-01-06,Keyboard,Electronics,5,1746.77,shipped
923,DaadAfF9e8fa3A8,2025-02-26,Keyboard,Electronics,2,145.59,created
924,7E84548A9df9212,2025-07-05,Sneakers,Clothing,4,481.27,cancelled
925,42cE32B96beE472,2026-03-30,SQL Guide,Books,4,1009.99,shipped
926,aD1EBdcD3C1AceE,2025-01-29,Python Book,Books,2,2978.55,created
927,336b828211B2b93,2024-06-19,Jeans,Clothing,4,2750.62,created
928,7e517f6b3DbeF8F,2025-05-06,Machine Learning,Books,4,1537.92,shipped
929,07Dbd2B9C7021AC,2026-04-03,SQL Guide,Books,1,2949.63,shipped
930,e1eb6A47E5E7B9B,2024-07-09,Jeans,Clothing,3,1325.76,created
931,b2906777eA44fe3,2025-06-24,Jeans,Clothing,4,28.34,cancelled
932,7B474694afFAEef,2026-02-08,Monitor,Electronics,3,2384.9,cancelled
933,F0B7040F48d5216,2026-05-05,Keyboard,Electronics,3,1180.97,cancelled
934,76E54eFCBDa8E58,2024-11-09,Jeans,Clothing,3,1748.96,created
935,F8a124B5cf9EbbC,2025-09-07,SQL Guide,Books,4,1790.08,created
936,4b4e5Bed2fFb0DD,2024-06-29,Python Book,Books,5,1547.51,delivered
937,632054b447C405c,2024-12-26,SQL Guide,Books,1,1758.43,created
938,D8cbF8BF39dFaDa,2025-02-18,Python Book,Books,3,1545.65,shipped
939,CE9fadF615Fb6ec,2024-12-02,Jacket,Clothing,1,346.92,cancelled
940,6548E3E5d9bEFE1,2026-02-12,Laptop,Electronics,2,2617.71,paid
941,80daecdaB8CCFFE,2025-06-28,T-Shirt,Clothing,3,178.68,paid
942,14d1eF0C6f2Df6C,2024-05-26,Jeans,Clothing,3,2470.79,paid
943,3a6B07fE2ebb19e,2025-06-11,Python Book,Books,3,394.48,cancelled
944,6a6bFE54ADd0CeE,2025-02-14,Machine Learning,Books,5,2153.27,cancelled
945,af8CEed483B8BB8,2025-01-07,SQL Guide,Books,4,1027.61,paid
946,6d2eFEEfb290091,2025-03-24,Jacket,Clothing,3,2390.7,created
947,baBDf1F95Ee18aA,2026-02-15,Jeans,Clothing,5,2282.31,cancelled
948,ABBEDfD9D38A42c,2025-07-23,T-Shirt,Clothing,2,743.55,cancelled
949,Fb7F8fDf4eCeFA6,2024-11-09,iPhone,Electronics,5,19.89,created
950,Cb58E3dfC73e9eb,2025-01-06,Monitor,Electronics,3,1141.1,delivered
951,c0bCe82eCAa827d,2024-11-20,Data Engineering,Books,4,145.75,created
952,7De1dEe1c8e23ed,2024-05-26,Python Book,Books,1,749.95,shipped
953,503b9075Fd6Ceb5,2026-02-08,Machine Learning,Books,5,1441.39,paid
954,1fd8221Eec9B8C8,2025-11-26,Headphones,Electronics,4,2035.61,shipped
955,CdC3F8e5bE80B1A,2024-05-23,Monitor,Electronics,1,1061.86,shipped
956,8a93DDaCaCDB3F1,2024-10-28,T-Shirt,Clothing,1,100.67,delivered
957,38794a1D46b8Ff5,2025-11-25,Machine Learning,Books,4,848.27,shipped
958,9A8969dAe3F908f,2024-09-14,SQL Guide,Books,2,1679.54,created
959,AAfaABD2eB85fcc,2025-08-02,Laptop,Electronics,4,901.09,shipped
960,E08eafDcD7f3d2c,2025-06-15,Machine Learning,Books,4,2450.98,paid
961,256fcbeBB76D357,2025-04-21,T-Shirt,Clothing,5,1672.76,delivered
962,33f6d9ed8aCD68c,2025-06-28,Jacket,Clothing,5,778.96,shipped
963,Ec5aC34a5BF3eeC,2024-05-23,Python Book,Books,5,2228.73,shipped
964,D9E32Fd5Db46796,2025-07-30,Machine Learning,Books,1,1780.89,paid
965,Ad76d0cc77B73E6,2025-10-31,SQL Guide,Books,3,1914.97,delivered
966,Fa0cE4786Fa2b76,2026-04-19,SQL Guide,Books,3,934.19,cancelled
967,1Be627c12F847bF,2024-07-11,iPhone,Electronics,4,1875.08,created
968,B7075c2129bbead,2024-11-20,T-Shirt,Clothing,4,2750.43,cancelled
969,CC279ADa7bCE65E,2024-12-22,SQL Guide,Books,5,2632.72,delivered
970,4Ad61f00EDb99bc,2025-06-05,Machine Learning,Books,4,2144.77,created
971,e8eCCf4BEcFA45E,2024-08-08,iPhone,Electronics,5,1374.3,shipped
972,9E5e058cF25C4Ad,2024-11-05,Keyboard,Electronics,4,2604.95,created
973,FB604EF3e3a78CB,2024-11-30,Jeans,Clothing,4,2628.6,delivered
974,0Abd411313012b5,2025-12-25,Sneakers,Clothing,1,1547.77,created
975,F505b7767Ff3Acc,2024-10-31,SQL Guide,Books,4,2493.44,cancelled
976,fd87Aa6bD9Cf3Fa,2024-05-21,Headphones,Electronics,1,2305.57,created
977,C19A71E10A73368,2026-01-29,Jeans,Clothing,3,216.75,shipped
978,0De80ae935EDAb4,2025-09-24,Sneakers,Clothing,1,1375.03,delivered
979,aBaD0b48Db3048F,2024-08-04,Laptop,Electronics,5,2735.53,paid
980,455FE9b84a28a75,2026-02-05,iPhone,Electronics,5,154.09,created
981,6aF2EA259D4936D,2026-01-07,Python Book,Books,5,908.47,cancelled
982,25Bce797EC6Beef,2025-01-30,Jacket,Clothing,1,694.16,created
983,9EcA2C16eA01c61,2024-08-15,Headphones,Electronics,1,1006.7,created
984,Bd3fc5Effa9FAF4,2026-02-28,Laptop,Electronics,4,427.99,cancelled
985,dCBAb3fCADb3CAE,2024-10-19,iPhone,Electronics,5,113.58,paid
986,a3AaEa6f2Bc1Cd2,2026-01-25,Python Book,Books,2,1980.41,shipped
987,AB820fA4Bf16159,2024-07-04,Monitor,Electronics,1,757.25,created
988,2feeF7Df1D2EFE1,2024-06-03,Sneakers,Clothing,2,1432.54,cancelled
989,3CAC670CAF666Da,2025-03-25,Monitor,Electronics,4,1706.66,paid
990,5817adEb91CFA1F,2024-08-31,Jeans,Clothing,5,2329.99,shipped
991,08aE6C9f6084bE2,2025-02-09,iPhone,Electronics,2,2551.23,paid
992,70FA8bbf7cCBaA6,2025-03-10,Jeans,Clothing,4,430.49,delivered
993,1a7fECBDBEE8ef6,2024-11-13,Laptop,Electronics,2,2017.2,paid
994,AB0CCFDD64ef799,2024-09-21,SQL Guide,Books,3,573.26,created
995,5EC74a1a47056DC,2025-04-05,SQL Guide,Books,2,334.74,cancelled
996,80B13D8bcCBbf8B,2025-06-09,Sneakers,Clothing,1,2672.12,delivered
997,0cCb08DfDAa81Aa,2024-10-20,iPhone,Electronics,3,913.45,shipped
998,85488ba18f83fcd,2025-03-02,Laptop,Electronics,3,380.45,cancelled
999,1A32DB8dF97Ec57,2024-09-16,Keyboard,Electronics,3,476.59,cancelled
1000,1fC14CF3415B3F7,2026-04-28,Headphones,Electronics,5,2948.13,shipped
1001,EdB067c2B4FFDAd,2025-02-06,Headphones,Electronics,3,491.46,created
1002,fB8b8BCFA203BEc,2025-11-25,iPhone,Electronics,4,384.13,paid
1003,cd5b6de7A77ff26,2025-07-19,Jeans,Clothing,4,1957.84,paid
1004,b75Eca56Cb386a0,2024-07-26,Data Engineering,Books,1,494.73,delivered
1005,c3dEFf285C1ccDC,2025-08-16,Monitor,Electronics,2,266.09,paid
1006,DCFfB2Cd211dde8,2025-11-02,Headphones,Electronics,1,1055.82,created
1007,Acd7D86620CAbac,2026-02-10,Laptop,Electronics,3,1432.58,created
1008,aC2dfE495C41D22,2025-06-26,Machine Learning,Books,3,263.2,cancelled
1009,fF780b1B103c10E,2024-06-27,Python Book,Books,3,1094.04,paid
1010,8db9A8a59EBd1B1,2025-09-06,Data Engineering,Books,5,819.22,paid
1011,dA5e7a3cC2Dd7Ba,2025-06-02,SQL Guide,Books,4,1974.35,created
1012,7Dcfa222dfddCC7,2025-09-28,Keyboard,Electronics,3,2295.93,delivered
1013,C30ad6Bcb32E4f9,2025-06-04,Jeans,Clothing,5,565.72,cancelled
1014,073c06355A92d3e,2024-05-27,Keyboard,Electronics,2,2265.33,shipped
1015,cedaFbFA4687BB0,2024-11-15,T-Shirt,Clothing,5,1857.59,shipped
1016,CF4aE88bA037388,2024-09-23,Jacket,Clothing,1,187.93,created
1017,580cFCBA3eA9fC0,2024-06-21,Sneakers,Clothing,2,1566.49,delivered
1018,B03d9FC9Ad6FC75,2025-06-19,SQL Guide,Books,4,1383.33,cancelled
1019,4dDf5EfddDdb3b8,2025-05-08,Monitor,Electronics,3,1399.15,paid
1020,cBeFb954256dBBE,2025-08-22,Headphones,Electronics,1,2602.21,created
1021,33AeABe4A9BE0Ec,2024-09-21,Jacket,Clothing,1,460.1,paid
1022,f862eA77D38Aaa5,2024-07-03,SQL Guide,Books,4,2522.41,delivered
1023,2BedE3fCAadD9AF,2025-01-02,Keyboard,Electronics,1,1313.49,shipped
1024,143c3e7C967cf41,2025-10-06,SQL Guide,Books,5,2398.37,delivered
1025,15bDA4c5F2b2FDc,2025-06-17,Jeans,Clothing,2,102.12,created
1026,DCea0c7f9d088C5,2025-01-05,T-Shirt,Clothing,4,2863.34,delivered
1027,8BE6eaeAbFDCA4F,2025-04-27,Python Book,Books,3,628.37,paid
1028,0A97b4cAFDDFBEc,2026-04-05,Sneakers,Clothing,1,1279.98,paid
1029,EB3bE48AFfcB1DD,2025-04-23,T-Shirt,Clothing,4,2937.21,created
1030,F3dbE5ffD81cEE0,2025-10-09,Keyboard,Electronics,2,344.53,paid
1031,9cF40C1C58F32Bd,2024-06-25,Jacket,Clothing,1,881.88,shipped
1032,438FDF1Ddcd61aa,2025-06-12,T-Shirt,Clothing,4,426.54,delivered
1033,eF52F03fC9C5e78,2025-06-24,T-Shirt,Clothing,3,2805.29,paid
1034,9b9e6Ef4356edeb,2024-12-25,Machine Learning,Books,4,2442.78,delivered
1035,D4fAf31FcB0D43E,2024-09-20,Machine Learning,Books,3,2202.07,created
1036,bbf8Ecb20A20e05,2024-05-31,T-Shirt,Clothing,4,1268.78,cancelled
1037,586A04eC4F67F9e,2024-11-12,Headphones,Electronics,1,1113.41,delivered
1038,c2073665CdD2c3E,2025-11-26,T-Shirt,Clothing,2,917.44,delivered
1039,fAE4ECBba60a4B4,2025-02-16,Jacket,Clothing,4,2391.36,created
1040,Cf4f06ED203E4FE,2024-12-26,iPhone,Electronics,5,1610.22,paid
1041,955A0a9595d9D42,2026-02-26,Python Book,Books,4,2331.0,created
1042,5bBBb6bf005ccde,2025-05-11,Python Book,Books,2,469.79,shipped
1043,D081CCCfFf52cE8,2025-06-10,Monitor,Electronics,1,2373.84,paid
1044,fa5b2F9dFC4BDa2,2025-04-22,Machine Learning,Books,4,2943.98,paid
1045,4073D4a71174E4F,2025-06-27,Jeans,Clothing,3,1467.83,paid
1046,b415E3944BbaB3c,2025-11-18,Headphones,Electronics,4,2526.82,shipped
1047,eDE9BD7aFd49D3b,2024-06-01,SQL Guide,Books,5,730.24,delivered
1048,D5dC61b19a7461E,2025-04-10,Monitor,Electronics,4,1031.67,cancelled
1049,12582Cc25ed54fe,2024-11-19,Headphones,Electronics,3,1131.69,paid
1050,acf4F6805DB5C2a,2026-01-29,Python Book,Books,4,1985.01,cancelled
1051,1E936FfE945F760,2024-07-20,Keyboard,Electronics,4,217.85,delivered
1052,fA5DD6bbFaBa367,2025-03-13,Machine Learning,Books,3,720.12,created
1053,d81DDc9f946bEFe,2024-06-16,Python Book,Books,5,1817.13,paid
1054,FB2Eb9ea78A672d,2025-04-28,Jacket,Clothing,3,412.33,cancelled
1055,AcaFC3Adc1Be2fC,2025-01-05,Monitor,Electronics,3,1768.56,shipped
1056,fE89a2cEb9dE71B,2025-08-26,Monitor,Electronics,5,2303.6,cancelled
1057,CAEc5987347F7b9,2024-08-25,iPhone,Electronics,3,2077.41,created
1058,fDCe71266411d91,2024-12-13,T-Shirt,Clothing,2,2458.51,paid
1059,95F64f01f3211Bd,2024-09-05,Jacket,Clothing,5,1739.02,created
1060,Fc725FEe03C9A02,2024-06-12,Sneakers,Clothing,5,1689.37,paid
1061,64CC0f1b0eDe6ef,2024-10-01,Sneakers,Clothing,5,2865.47,delivered
1062,5dd12EFb823b6B9,2025-01-05,Keyboard,Electronics,1,920.31,delivered
1063,9A54aAbe6CCeEBc,2025-07-19,Headphones,Electronics,3,2868.96,created
1064,DbD03547A753E24,2025-12-08,Headphones,Electronics,5,182.37,paid
1065,F3fe97ca20Bb1Fe,2025-02-09,Headphones,Electronics,5,792.28,shipped
1066,dDA90C83B3bA087,2025-01-09,Python Book,Books,4,1923.16,paid
1067,7Dfd4266f6e88EC,2024-07-09,iPhone,Electronics,4,670.64,paid
1068,abDf2bbFB1dBB4b,2024-06-10,Keyboard,Electronics,2,2970.84,paid
1069,8f2ac6C324c3Dc1,2024-06-04,iPhone,Electronics,4,2087.98,paid
1070,DFf4792965D2E0D,2026-02-21,Headphones,Electronics,1,1222.87,shipped
1071,0007fdf591B0e50,2025-12-23,Jacket,Clothing,3,2221.79,cancelled
1072,8eEA46dc29226f3,2025-08-03,Machine Learning,Books,4,2317.64,paid
1073,5CfdF4bCEb35CdB,2025-09-12,Jacket,Clothing,5,1977.9,paid
1074,0E02A5573bb58b2,2024-06-16,Keyboard,Electronics,4,703.83,delivered
1075,6a1465F13FCe4f0,2025-09-14,Machine Learning,Books,5,501.38,cancelled
1076,0B0B72bFc051d4E,2024-08-08,Data Engineering,Books,4,2447.68,paid
1077,e63B1D60f7aeC49,2025-12-08,Jacket,Clothing,2,2358.98,paid
1078,fBbafC4eBd45cD2,2025-05-24,Sneakers,Clothing,5,1449.62,shipped
1079,eDBCfB952fcD508,2026-01-21,Data Engineering,Books,1,2273.63,paid
1080,71Ac3BF97e3CAa3,2025-08-03,Jacket,Clothing,2,2511.23,delivered
1081,615Ce7be7AC4c65,2024-07-06,Jacket,Clothing,3,2192.13,shipped
1082,5B03E1B9FAA68E1,2025-06-06,T-Shirt,Clothing,3,2019.62,shipped
1083,dc6723eEc4Dcc0C,2025-07-11,T-Shirt,Clothing,3,2996.98,paid
1084,Fec0F17BfF7d144,2025-11-01,Machine Learning,Books,4,2081.43,paid
1085,Cf2BEeeFBd5dBBE,2026-02-18,Sneakers,Clothing,3,2222.08,cancelled
1086,02f2E8dA4a3E1Cd,2024-12-08,T-Shirt,Clothing,2,1418.51,cancelled
1087,FC38140Abe7AdC9,2024-07-09,Jacket,Clothing,4,1432.15,cancelled
1088,7227cbaaC1Ff0Fc,2026-02-01,Machine Learning,Books,4,688.85,paid
1089,34BF7cd1D32A84a,2024-09-07,Monitor,Electronics,5,2577.54,delivered
1090,BE92dC8Fee3eEa3,2025-06-24,Machine Learning,Books,3,1521.75,cancelled
1091,CbeB5C5006B3aCc,2026-04-11,Jacket,Clothing,5,1390.62,paid
1092,6B487DDF532ba8B,2024-09-14,Machine Learning,Books,1,438.99,created
1093,A0cEcaDd39Be0fe,2024-11-18,T-Shirt,Clothing,3,1055.71,delivered
1094,8E3dda8ED4211ed,2024-08-30,Monitor,Electronics,4,2060.22,created
1095,F55db0269FccECa,2024-08-09,Sneakers,Clothing,5,1099.26,delivered
1096,289eaE3ebE464fc,2025-06-27,SQL Guide,Books,4,2736.56,created
1097,C7FD3a43eCcc5ff,2026-01-06,Machine Learning,Books,1,1491.87,shipped
1098,47e0B38deC55C79,2024-05-11,SQL Guide,Books,5,2598.74,cancelled
1099,7b4cC6Eb16FdAE4,2024-09-16,Data Engineering,Books,2,1801.85,paid
1100,aD4aDaDa9607f8E,2024-11-27,Jeans,Clothing,5,1427.19,delivered
1101,CE938cFe5FbFbBb,2024-09-30,Headphones,Electronics,1,2626.53,shipped
1102,bC9CCD9C00D5dA7,2025-02-25,Jeans,Clothing,2,2229.43,shipped
1103,Bfc3E86679B4a58,2024-05-16,Data Engineering,Books,2,2052.29,paid
1104,AbBb7eE522c5bBC,2024-11-14,Monitor,Electronics,5,523.18,delivered
1105,415bD5F4DF5E53e,2026-03-31,Machine Learning,Books,1,1890.12,cancelled
1106,74BaA7c9A028e3e,2026-03-10,Machine Learning,Books,5,298.46,paid
1107,7aD87e700ffCaDa,2025-04-02,Data Engineering,Books,3,1776.86,shipped
1108,09AcBdbcbF7D653,2024-06-30,Sneakers,Clothing,2,1471.65,cancelled
1109,7d3aBe9e1cBF8b0,2024-08-06,Keyboard,Electronics,4,2496.65,delivered
1110,3d68FD81F5dEe18,2024-09-24,Python Book,Books,2,410.64,delivered
1111,cA8276ae551E88D,2024-05-17,SQL Guide,Books,1,2867.53,cancelled
1112,b1FEf1b208c1D8f,2025-02-25,Sneakers,Clothing,1,10.7,delivered
1113,d4Dbe1D6c6b392f,2025-04-09,Machine Learning,Books,2,2881.44,created
1114,fDaFe083CCaff8D,2025-08-21,Keyboard,Electronics,1,248.72,shipped
1115,eA80eFcc467DDee,2024-06-28,Data Engineering,Books,1,2224.59,paid
1116,Db652F37CFdfcad,2024-09-19,Laptop,Electronics,3,1890.91,cancelled
1117,394AeddceDE1588,2024-12-23,Machine Learning,Books,5,2220.75,paid
1118,cBFCeCcb0ACDF11,2025-06-29,Headphones,Electronics,4,1797.07,cancelled
1119,70fd9f12a8EEac7,2024-12-23,Jacket,Clothing,1,2943.72,delivered
1120,Ea39fCC4f8FbBD9,2024-06-20,Laptop,Electronics,3,363.77,paid
1121,C9Ed828Acf1A2Ba,2024-06-30,Data Engineering,Books,3,1800.24,paid
1122,cacfd6E4ae020d8,2024-05-19,SQL Guide,Books,1,689.18,cancelled
1123,a41043a8b6Ba69A,2025-06-26,Jeans,Clothing,4,203.76,cancelled
1124,E9e09674b4935d4,2025-02-26,Sneakers,Clothing,3,91.01,paid
1125,ED93daBb0aD8cd5,2025-07-10,Machine Learning,Books,3,517.72,cancelled
1126,dDde4FccAFC5cd7,2025-06-12,Laptop,Electronics,5,2768.12,delivered
1127,fA466B24ae0e7c0,2025-02-14,iPhone,Electronics,1,385.88,cancelled
1128,a9dE87a0256c514,2026-01-23,Sneakers,Clothing,3,2412.56,created
1129,1e1BCfE2D21B6ab,2024-10-31,Python Book,Books,4,140.36,shipped
1130,6FCCE7cCa7934D4,2024-06-03,Keyboard,Electronics,5,2415.94,paid
1131,EECE0BBC6dA6dA2,2025-08-06,T-Shirt,Clothing,3,537.37,cancelled
1132,af0f033b7B59C9a,2025-07-30,SQL Guide,Books,2,214.47,created
1133,Ea008Ab9Bd759E6,2025-11-09,Headphones,Electronics,2,1182.17,created
1134,ec8D3bd60DEa625,2025-08-12,Laptop,Electronics,3,429.67,cancelled
1135,EeaaEE5D1d3629C,2026-04-04,Python Book,Books,1,56.24,created
1136,Cd8386bf10Fb4Df,2026-02-05,Headphones,Electronics,4,2045.31,cancelled
1137,9A53C8DAdEE0304,2025-11-03,Headphones,Electronics,5,2408.06,created
1138,Dfaf2bC0D82649E,2025-12-13,Jeans,Clothing,5,1331.21,created
1139,b3d3ce7E3407BdB,2026-02-20,Jacket,Clothing,1,1039.97,shipped
1140,1d0E22CECcdA9A1,2024-09-10,Jacket,Clothing,3,2844.65,delivered
1141,3dcEFe6FdDdbBb8,2024-10-11,Monitor,Electronics,3,1845.32,paid
1142,f9aCa60cC3D6288,2026-03-02,T-Shirt,Clothing,4,2493.78,created
1143,ef1b0150B9811Fc,2024-11-16,Sneakers,Clothing,5,880.59,created
1144,6dAD20fAb981dFE,2024-05-14,Machine Learning,Books,2,1912.13,delivered
1145,4B19C2F87ACECeb,2024-12-04,Data Engineering,Books,5,2792.22,delivered
1146,a1a27F6c8e37D7E,2025-05-29,Laptop,Electronics,5,1644.65,delivered
1147,C05822ACfD75B3F,2025-12-23,Sneakers,Clothing,2,2490.56,cancelled
1148,c80589Fbf4bddEd,2025-07-24,iPhone,Electronics,3,2098.41,created
1149,baa53ce152Baf3A,2026-03-06,Laptop,Electronics,3,499.3,shipped
1150,a9808dAfaEd9C5f,2025-02-20,Headphones,Electronics,1,2371.71,delivered
1151,0BadAEED0a1dfbc,2025-02-02,T-Shirt,Clothing,5,1023.53,delivered
1152,0e8c72eBD6a23Bc,2025-06-01,Keyboard,Electronics,1,2492.88,cancelled
1153,6FeCBB93DC0aDfE,2025-06-03,Machine Learning,Books,1,1671.37,shipped
1154,37916797A19BFfE,2024-08-07,Machine Learning,Books,1,2049.31,delivered
1155,Be9EC12fcD8DBde,2025-07-19,Keyboard,Electronics,5,1080.75,paid
1156,91CEF59C7eBCeBe,2024-05-27,Machine Learning,Books,4,1121.63,cancelled
1157,A3e75f63ECED3BF,2025-04-02,Jeans,Clothing,5,2842.02,cancelled
1158,0347eC4BC6DC8cC,2024-11-30,iPhone,Electronics,4,829.27,created
1159,cEA5DacB68Cdab4,2026-04-21,Sneakers,Clothing,4,1180.64,shipped
1160,EDF22B2F9FC8b92,2024-06-11,iPhone,Electronics,5,1107.52,delivered
1161,C83BF674C59e977,2025-04-29,T-Shirt,Clothing,4,785.97,cancelled
1162,f1ce8EebD99f15f,2025-07-07,Jacket,Clothing,3,2990.96,delivered
1163,a1C17314252F8E7,2024-11-11,Keyboard,Electronics,2,1437.71,cancelled
1164,DEdF3AA35eA2fc2,2024-10-20,Monitor,Electronics,3,2377.68,shipped
1165,64BcAe227B4F353,2024-08-21,Jacket,Clothing,2,1905.25,paid
1166,664cBfcE4e7adbb,2024-11-26,Python Book,Books,3,1646.56,shipped
1167,CcD0f17eA3a3ba8,2025-08-01,Data Engineering,Books,4,1207.19,shipped
1168,CfF81eAC4805d8b,2025-12-14,Headphones,Electronics,2,2709.1,paid
1169,5c82250bacefCf8,2024-09-24,Keyboard,Electronics,2,1194.94,created
1170,26A7aFF2AC409b8,2026-03-20,T-Shirt,Clothing,2,693.82,created
1171,69D7Ee75EAA3A0D,2026-03-08,Headphones,Electronics,3,2523.7,shipped
1172,aF45a6d1A8BeE9c,2024-09-25,Data Engineering,Books,5,1634.58,shipped
1173,4dA93aDadE7EBbc,2025-04-10,Sneakers,Clothing,4,1113.71,paid
1174,cba5efbe0139aDa,2025-02-22,Sneakers,Clothing,4,92.54,paid
1175,9d111B0FFeBbFe5,2025-03-15,Machine Learning,Books,2,1149.87,cancelled
1176,D56E26ABa9aEeC2,2024-06-01,Keyboard,Electronics,2,1948.4,shipped
1177,ce61EAa693AecDe,2025-10-06,T-Shirt,Clothing,2,2006.72,created
1178,EAe524A9ca2a51e,2024-11-24,Machine Learning,Books,5,1527.24,created
1179,eEF3FCE5c7D4bbA,2025-09-28,Jeans,Clothing,3,1361.98,created
1180,eCAE656C81Fd0ED,2025-08-02,Jacket,Clothing,3,2528.45,delivered
1181,0a17e6a1a5eaB8d,2025-05-30,Laptop,Electronics,1,426.16,cancelled
1182,fBdD5A4Fe97aFDA,2024-05-27,Keyboard,Electronics,4,2724.55,paid
1183,DbbfA62Ea3b6edb,2025-06-18,iPhone,Electronics,4,2106.76,shipped
1184,4Dcc06ccdFfA230,2025-08-01,Jacket,Clothing,5,303.09,delivered
1185,0Bb44C0d0235593,2024-08-30,iPhone,Electronics,5,1286.87,created
1186,DAc2cf4470Bc194,2025-06-22,Monitor,Electronics,5,2698.73,shipped
1187,5Bc92DD5bd97c38,2024-05-18,Machine Learning,Books,5,2317.39,delivered
1188,36a7D8d4C5cac59,2025-12-15,Machine Learning,Books,3,2605.71,delivered
1189,ce5A14d9c3CA46C,2025-08-03,Headphones,Electronics,1,2856.49,created
1190,5CcB46011376db5,2025-12-17,T-Shirt,Clothing,5,549.29,paid
1191,2dCB3e2DBC10eDc,2025-06-18,T-Shirt,Clothing,3,866.16,delivered
1192,04938ef07072EA2,2024-05-31,Python Book,Books,1,283.45,paid
1193,552ABdDa6Db8Db5,2025-05-15,Headphones,Electronics,4,2660.12,cancelled
1194,f5adbdEEAfce48A,2024-10-22,Keyboard,Electronics,3,2890.24,shipped
1195,1deeE5cE4e67dbA,2024-12-20,Python Book,Books,2,2891.97,cancelled
1196,32AffAdb5CFfa5B,2024-09-30,Python Book,Books,3,432.07,paid
1197,644B5aeBd279dfa,2026-02-09,Keyboard,Electronics,3,420.72,delivered
1198,7E8d9af7774ef2F,2025-03-13,Machine Learning,Books,1,659.58,shipped
1199,0f0cD3FAa7cC3dA,2024-12-17,Machine Learning,Books,4,1254.1,cancelled
1200,C30CAAD4ef139f6,2026-02-15,Python Book,Books,1,744.94,paid
1201,Af97BCcE7b1DBe5,2025-11-19,Python Book,Books,4,2480.45,cancelled
1202,df05e64E526cAdd,2026-01-11,Data Engineering,Books,3,855.24,created
1203,1b0DeFb0db4d5F4,2024-06-09,Keyboard,Electronics,3,2584.4,created
1204,D8FcEc494aFcD6c,2024-05-18,Jeans,Clothing,3,1144.31,shipped
1205,Db32BFD296CD973,2024-05-10,SQL Guide,Books,4,2000.36,cancelled
1206,E1D370e79DDf9C8,2024-11-11,Machine Learning,Books,5,129.78,delivered
1207,35f072ADC0EC3BE,2025-10-27,Jeans,Clothing,5,2002.37,paid
1208,6A02651dd5425c5,2025-08-18,iPhone,Electronics,5,2072.66,delivered
1209,A5FAA7C0bde8ceA,2025-02-19,Headphones,Electronics,3,1095.91,created
1210,4Bd8F588eAE1378,2024-10-26,Laptop,Electronics,5,2402.49,created
1211,23cfb9eA2AbE0Bc,2025-07-08,SQL Guide,Books,3,2029.6,shipped
1212,6afae9FC151fcbC,2024-11-21,Data Engineering,Books,1,1773.83,cancelled
1213,2F1dbd9Ca6cBDF7,2025-11-24,iPhone,Electronics,5,1755.21,paid
1214,B1a9180a4E89b3e,2025-01-14,Machine Learning,Books,4,1772.28,paid
1215,77bab8E96cf7AC8,2025-07-04,iPhone,Electronics,5,718.2,cancelled
1216,6CdfB02b125DcCB,2025-06-09,Machine Learning,Books,2,1666.0,created
1217,8f217DD7d753d4F,2025-12-22,Monitor,Electronics,1,1198.11,paid
1218,41DF5bef69CbEee,2025-01-28,SQL Guide,Books,4,2298.02,paid
1219,2B6aAdfeeE8EE41,2025-05-16,Python Book,Books,3,1141.43,shipped
1220,cc441aadddbf3EE,2026-02-13,Jeans,Clothing,3,104.0,created
1221,32C2e21FC3240C8,2024-09-03,Keyboard,Electronics,4,1140.69,delivered
1222,bA7A2797bd8Cb60,2025-10-13,T-Shirt,Clothing,5,2153.48,paid
1223,f5afCe3c9f5dF5c,2025-05-07,Laptop,Electronics,1,2136.57,paid
1224,9CFf55dA8c8dEF8,2025-03-06,Python Book,Books,3,2009.29,paid
1225,06C61FDDEFB7Ea6,2024-10-04,Machine Learning,Books,5,761.34,delivered
1226,eEAC4E2b2D7De3D,2025-07-22,Machine Learning,Books,2,2251.46,paid
